"Player","EH_ID","API ID","Season","Team","Position","Catches","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","GA","SA","FA","xGA","Sv%","FSv%","xFSv%","dFSv%","GSAA","GSAx"
"Niklas Svedberg","NIKLAS.SVEDBERG","8476844","13-14","BOS","G","L",1989-09-04,24,2007,NA,NA,1,60.83,2.07,36.13,40.42,2.11,94.27,94.88,94.78,0.1,1.03,0.04
"Niklas Svedberg","NIKLAS.SVEDBERG","8476844","14-15","BOS","G","L",1989-09-04,25,2007,NA,NA,18,900.2,34.77,420.91,588.96,35.13,91.74,94.1,94.04,0.06,1.13,0.36
"Niklas Treutle","NIKLAS.TREUTLE","8478999","15-16","ARI","G","L",1991-04-29,24,2009,NA,NA,2,49.7,5.69,23.38,31.81,1.75,75.66,82.11,94.5,-12.39,-3.7,-3.94
"Nikolai Khabibulin","NIKOLAI.KHABIBULIN","8459140","07-08","CHI","G","L",1973-01-13,34,1992,9,204,49,2832.88,126,1357.71,1736.7,119.99,90.72,92.74,93.09,-0.35,-2.39,-6.01
"Nikolai Khabibulin","NIKOLAI.KHABIBULIN","8459140","08-09","CHI","G","L",1973-01-13,35,1992,9,204,42,2467.77,96.11,1181.63,1499.65,94.44,91.87,93.59,93.7,-0.11,12.01,-1.67
"Nikolai Khabibulin","NIKOLAI.KHABIBULIN","8459140","09-10","EDM","G","L",1973-01-13,36,1992,9,204,18,1089.12,55.5,610.52,830.69,50.82,90.91,93.32,93.88,-0.56,-1.34,-4.68
"Nikolai Khabibulin","NIKOLAI.KHABIBULIN","8459140","10-11","EDM","G","L",1973-01-13,37,1992,9,204,47,2701.08,154.66,1428.74,2035.45,140.21,89.18,92.4,93.11,-0.71,-30.03,-14.45
"Nikolai Khabibulin","NIKOLAI.KHABIBULIN","8459140","11-12","EDM","G","L",1973-01-13,38,1992,9,204,40,2260.5,100.66,1120.56,1576.44,109.38,91.02,93.61,93.06,0.55,-3.68,8.72
"Nikolai Khabibulin","NIKOLAI.KHABIBULIN","8459140","12-13","EDM","G","L",1973-01-13,39,1992,9,204,12,683.62,29.93,384.05,541.18,34.59,92.21,94.47,93.61,0.86,3.9,4.66
"Nikolai Khabibulin","NIKOLAI.KHABIBULIN","8459140","13-14","CHI","G","L",1973-01-13,40,1992,9,204,4,167.65,13.85,72.74,97.86,7.13,80.96,85.85,92.71,-6.87,-7.6,-6.72
"Olie Kolzig","OLIE.KOLZIG","8448535","07-08","WSH","G","L",1970-04-06,37,1989,1,19,54,3154.05,154.08,1426.84,1947.03,124.65,89.2,92.09,93.6,-1.51,-24.17,-29.43
"Olie Kolzig","OLIE.KOLZIG","8448535","08-09","T.B","G","L",1970-04-06,38,1989,1,19,8,410.05,25.23,249.67,320.12,19.47,89.89,92.12,93.92,-1.8,-2.39,-5.76
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","07-08","ATL","G","L",1987-08-31,20,2005,2,41,7,347.27,17.86,195.57,270.61,16.34,90.87,93.4,93.96,-0.56,-0.06,-1.52
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","08-09","ATL","G","L",1987-08-31,21,2005,2,41,12,599.42,37.3,313.94,420.99,29.48,88.12,91.14,93,-1.86,-8.57,-7.82
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","09-10","ATL","G","L",1987-08-31,22,2005,2,41,42,2317.58,128.09,1369.38,1813.73,125.06,90.65,92.94,93.1,-0.17,-6.61,-3.03
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","10-11","ATL","G","L",1987-08-31,23,2005,2,41,58,3225.22,146.17,1698.54,2291.02,153.94,91.39,93.62,93.28,0.34,1.99,7.77
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","11-12","WPG","G","L",1987-08-31,24,2005,2,41,68,3932.43,189.93,2026.19,2817.05,189.8,90.63,93.26,93.26,0,-14.57,-0.13
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","12-13","WPG","G","L",1987-08-31,25,2005,2,41,44,2552.72,118.42,1248.52,1750.65,113.11,90.52,93.24,93.54,-0.3,-8.45,-5.31
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","13-14","WPG","G","L",1987-08-31,26,2005,2,41,57,3247.97,164.97,1658.68,2342.15,160.45,90.05,92.96,93.15,-0.19,-22.34,-4.52
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","14-15","WPG","G","L",1987-08-31,27,2005,2,41,50,2837.85,108.03,1335.27,1830.74,128.04,91.91,94.1,93.01,1.09,5.84,20.01
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","15-16","WPG","G","L",1987-08-31,28,2005,2,41,33,1899.02,88.91,945.18,1320.71,93.48,90.59,93.27,92.92,0.35,-8.38,4.57
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","16-17","WPG","G","L",1987-08-31,29,2005,2,41,8,439.5,26.29,231.06,293.15,20.06,88.62,91.03,93.16,-2.13,-6.32,-6.23
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","17-18","NYR","G","L",1987-08-31,30,2005,2,41,19,903.7,47.17,536.5,735.71,50.98,91.21,93.59,93.07,0.52,-0.11,3.81
"Oscar Dansk","OSCAR.DANSK","8476861","17-18","VGK","G","L",1994-02-28,23,2012,2,31,4,168.6,4.9,89.79,116.9,8.12,94.54,95.81,93.05,2.75,2.97,3.22
"Oscar Dansk","OSCAR.DANSK","8476861","19-20","VGK","G","L",1994-02-28,25,2012,2,31,1,60,5.88,38.55,52.64,2.48,84.75,88.83,95.29,-6.46,-2.4,-3.4
"Oscar Dansk","OSCAR.DANSK","8476861","20-21","VGK","G","L",1994-02-28,26,2012,2,31,1,61.42,3.68,25.94,34.66,2.7,85.81,89.38,92.21,-2.83,-1.29,-0.98
"Pascal Leclaire","PASCAL.LECLAIRE","8469461","07-08","CBJ","G","L",1982-11-07,24,2001,1,8,54,2986.25,112.87,1374.73,1813.33,104.85,91.79,93.78,94.22,-0.44,12.29,-8.02
"Pascal Leclaire","PASCAL.LECLAIRE","8469461","08-09","CBJ","G","L",1982-11-07,25,2001,1,8,12,673.67,42.23,319.45,422.51,25.78,86.78,90,93.9,-3.89,-13,-16.45
"Pascal Leclaire","PASCAL.LECLAIRE","8469461","09-10","OTT","G","L",1982-11-07,26,2001,1,8,34,1744.8,93.25,840.3,1173.24,77.93,88.9,92.05,93.36,-1.31,-18.71,-15.32
"Pascal Leclaire","PASCAL.LECLAIRE","8469461","10-11","OTT","G","L",1982-11-07,27,2001,1,8,14,763.05,36.29,403.28,560.31,38.36,91,93.52,93.15,0.37,-1.11,2.07
"Patrick Lalime","PATRICK.LALIME","8459579","07-08","CHI","G","L",1974-07-07,33,1993,6,156,32,1828.1,84.96,828.86,1067.93,72.04,89.75,92.04,93.25,-1.21,-9.49,-12.92
"Patrick Lalime","PATRICK.LALIME","8459579","08-09","BUF","G","L",1974-07-07,34,1993,6,156,24,1296.7,67.31,678.48,913.15,52.86,90.08,92.63,94.21,-1.58,-5.23,-14.45
"Patrick Lalime","PATRICK.LALIME","8459579","09-10","BUF","G","L",1974-07-07,35,1993,6,156,16,853.92,39.76,445.98,618.94,39.47,91.08,93.58,93.62,-0.05,-0.19,-0.29
"Patrick Lalime","PATRICK.LALIME","8459579","10-11","BUF","G","L",1974-07-07,36,1993,6,156,7,365.42,18.07,173.1,260.82,16.7,89.56,93.07,93.6,-0.53,-2.97,-1.37
"Pavel Francouz","PAVEL.FRANCOUZ","8480925","18-19","COL","G","L",1990-06-03,28,2008,NA,NA,2,61.18,2.02,38.37,49.71,3.19,94.74,95.94,93.58,2.35,1.44,1.17
"Pavel Francouz","PAVEL.FRANCOUZ","8480925","19-20","COL","G","R",1990-06-03,29,2008,NA,NA,34,1911.35,76.9,974,1301.33,79.58,92.1,94.09,93.88,0.21,11.11,2.68
"Pavel Francouz","PAVEL.FRANCOUZ","8480925","21-22","COL","G","R",1990-06-03,31,2008,NA,NA,21,1200.15,50.9,600.25,793.14,50.91,91.52,93.58,93.58,0,4.81,0.01
"Pekka Rinne","PEKKA.RINNE","8471469","07-08","NSH","G","L",1982-11-03,24,2004,8,258,1,29.4,0,8.62,11.86,0.98,100,100,91.74,8.26,0.78,0.98
"Pekka Rinne","PEKKA.RINNE","8471469","08-09","NSH","G","L",1982-11-03,25,2004,8,258,52,2999.2,119.55,1452.03,1970.53,128.17,91.77,93.93,93.5,0.44,13.3,8.62
"Pekka Rinne","PEKKA.RINNE","8471469","09-10","NSH","G","L",1982-11-03,26,2004,8,258,58,3245.68,138.25,1550.98,2094.96,134.29,91.09,93.4,93.59,-0.19,-0.66,-3.96
"Pekka Rinne","PEKKA.RINNE","8471469","10-11","NSH","G","L",1982-11-03,27,2004,8,258,64,3789.22,133.71,1881.43,2551.38,157.11,92.89,94.76,93.84,0.92,30.42,23.4
"Pekka Rinne","PEKKA.RINNE","8471469","11-12","NSH","G","L",1982-11-03,28,2004,8,258,73,4168.87,166.71,2134.59,2927.01,168.75,92.19,94.3,94.23,0.07,18.03,2.04
"Pekka Rinne","PEKKA.RINNE","8471469","12-13","NSH","G","L",1982-11-03,29,2004,8,258,43,2443.77,99.02,1115.25,1574.61,85.5,91.12,93.71,94.57,-0.86,-0.78,-13.52
"Pekka Rinne","PEKKA.RINNE","8471469","13-14","NSH","G","L",1982-11-03,30,2004,8,258,24,1366.82,63.24,643.49,888.75,48.81,90.17,92.88,94.51,-1.62,-7.91,-14.43
"Pekka Rinne","PEKKA.RINNE","8471469","14-15","NSH","G","L",1982-11-03,31,2004,8,258,64,3850.78,140.28,1796.99,2457.37,138.43,92.19,94.29,94.37,-0.08,12.96,-1.85
"Pekka Rinne","PEKKA.RINNE","8471469","15-16","NSH","G","L",1982-11-03,32,2004,8,258,66,3895.37,162.04,1736.09,2322.02,137.21,90.67,93.02,94.09,-1.07,-14.12,-24.83
"Pekka Rinne","PEKKA.RINNE","8471469","16-17","NSH","G","L",1982-11-03,33,2004,8,258,61,3567.78,143.78,1752.04,2429.94,143.35,91.79,94.08,94.1,-0.02,7.69,-0.43
"Pekka Rinne","PEKKA.RINNE","8471469","17-18","NSH","G","L",1982-11-03,34,2004,8,258,59,3475.45,134.4,1802.28,2407.19,152.23,92.54,94.42,93.68,0.74,23.69,17.83
"Pekka Rinne","PEKKA.RINNE","8471469","18-19","NSH","G","L",1982-11-03,35,2004,8,258,56,3219.73,130.31,1583.57,2155.43,139.99,91.77,93.95,93.51,0.45,12.45,9.68
"Pekka Rinne","PEKKA.RINNE","8471469","19-20","NSH","G","L",1982-11-03,36,2004,8,258,36,1987.77,106.16,1003.19,1386.99,84.79,89.42,92.35,93.89,-1.54,-15.51,-21.37
"Pekka Rinne","PEKKA.RINNE","8471469","20-21","NSH","G","L",1982-11-03,37,2004,8,258,24,1310.48,62.46,678.1,885.25,52.64,90.79,92.94,94.05,-1.11,-0.06,-9.82
"Peter Budaj","PETER.BUDAJ","8469514","07-08","COL","G","L",1982-09-18,24,2001,2,63,35,1911.47,81.45,848.11,1210.2,67.62,90.4,93.27,94.41,-1.14,-4.24,-13.83
"Peter Budaj","PETER.BUDAJ","8469514","08-09","COL","G","L",1982-09-18,25,2001,2,63,56,3212.78,152.69,1537.69,2195.39,124.81,90.07,93.04,94.31,-1.27,-11.99,-27.88
"Peter Budaj","PETER.BUDAJ","8469514","09-10","COL","G","L",1982-09-18,26,2001,2,63,15,727.62,31.62,379.99,536.43,31.3,91.68,94.11,94.17,-0.06,2.09,-0.32
"Peter Budaj","PETER.BUDAJ","8469514","10-11","COL","G","L",1982-09-18,27,2001,2,63,45,2438.83,129.97,1256.95,1795.02,110.32,89.66,92.76,93.85,-1.09,-20.32,-19.65
"Peter Budaj","PETER.BUDAJ","8469514","11-12","MTL","G","L",1982-09-18,28,2001,2,63,17,1036.95,42.46,500.28,711.28,42.3,91.51,94.03,94.05,-0.02,0.84,-0.16
"Peter Budaj","PETER.BUDAJ","8469514","12-13","MTL","G","L",1982-09-18,29,2001,2,63,13,656.48,24.11,266.9,379.11,20.65,90.97,93.64,94.55,-0.91,-0.61,-3.46
"Peter Budaj","PETER.BUDAJ","8469514","13-14","MTL","G","L",1982-09-18,30,2001,2,63,24,1338.28,54.9,608.25,875.96,52.68,90.97,93.73,93.99,-0.25,-2.59,-2.22
"Peter Budaj","PETER.BUDAJ","8469514","15-16","L.A","G","L",1982-09-18,32,2001,2,63,1,62.3,3.75,26.53,31.29,2.49,85.87,88.02,92.04,-4.03,-1.49,-1.26
"Peter Budaj","PETER.BUDAJ","8469514","16-17","L.A/T.B","G","L",1982-09-18,33,2001,2,63,60,3308.27,119.99,1410.49,2028.78,125.48,91.49,94.09,93.82,0.27,1.95,5.49
"Peter Budaj","PETER.BUDAJ","8469514","17-18","T.B","G","L",1982-09-18,34,2001,2,63,8,430.4,26.52,216.26,289.22,18.25,87.74,90.83,93.69,-2.86,-7.55,-8.27
"Peter Budaj","PETER.BUDAJ","8469514","18-19","L.A","G","L",1982-09-18,35,2001,2,63,3,71.75,6.51,36.92,50.12,3.21,82.37,87.01,93.6,-6.58,-3.18,-3.3
"Peter Mannino","PETER.MANNINO","8474771","08-09","NYI","G","L",1984-02-17,24,2002,NA,NA,3,132.88,9.63,85.01,116.8,8.76,88.67,91.76,92.5,-0.74,-1.85,-0.87
"Peter Mannino","PETER.MANNINO","8474771","10-11","ATL","G","L",1984-02-17,26,2002,NA,NA,2,72.78,4.97,40.35,54.18,4.19,87.68,90.83,92.27,-1.44,-1.45,-0.78
"Peter Mannino","PETER.MANNINO","8474771","11-12","WPG","G","L",1984-02-17,27,2002,NA,NA,1,19.85,0,4.61,6.97,0.37,100,100,94.69,5.31,0.4,0.37
"Petr Mrazek","PETR.MRAZEK","8475852","12-13","DET","G","L",1992-02-14,20,2010,5,141,2,119.15,3.69,46.7,69.21,2.8,92.1,94.67,95.95,-1.29,0.43,-0.89
"Petr Mrazek","PETR.MRAZEK","8475852","13-14","DET","G","L",1992-02-14,21,2010,5,141,9,448.63,13.35,184.38,247.57,16.57,92.76,94.61,93.31,1.3,2.5,3.22
"Petr Mrazek","PETR.MRAZEK","8475852","14-15","DET","G","L",1992-02-14,22,2010,5,141,29,1584.83,62.12,749.77,999.75,65.59,91.71,93.79,93.44,0.35,1.81,3.47
"Petr Mrazek","PETR.MRAZEK","8475852","15-16","DET","G","L",1992-02-14,23,2010,5,141,54,2960.22,115.43,1456.9,1984.95,126.33,92.08,94.18,93.64,0.55,8.7,10.9
"Petr Mrazek","PETR.MRAZEK","8475852","16-17","DET","G","L",1992-02-14,24,2010,5,141,50,2857.52,145.21,1482.14,2019.64,129.99,90.2,92.81,93.56,-0.75,-17.08,-15.22
"Petr Mrazek","PETR.MRAZEK","8475852","17-18","DET/PHI","G","L",1992-02-14,25,2010,5,141,39,2096.7,105.29,1081.29,1514.94,95.66,90.26,93.05,93.69,-0.64,-10.44,-9.63
"Petr Mrazek","PETR.MRAZEK","8475852","18-19","CAR","G","L",1992-02-14,26,2010,5,141,40,2386.78,94.6,1090.9,1535.85,98.89,91.33,93.84,93.56,0.28,3.74,4.29
"Petr Mrazek","PETR.MRAZEK","8475852","19-20","CAR","G","L",1992-02-14,27,2010,5,141,40,2320.95,105.27,1096.73,1498.04,108.71,90.4,92.97,92.74,0.23,-6.17,3.44
"Petr Mrazek","PETR.MRAZEK","8475852","20-21","CAR","G","L",1992-02-14,28,2010,5,141,12,670.98,23.1,304,422.61,34.24,92.4,94.53,91.9,2.64,4.88,11.14
"Petr Mrazek","PETR.MRAZEK","8475852","21-22","TOR","G","L",1992-02-14,29,2010,5,141,20,1042.12,57.59,525.02,693.32,44.74,89.03,91.69,93.55,-1.85,-8.87,-12.85
"Pheonix Copley","PHEONIX.COPLEY","8477831","15-16","STL","G","L",1992-01-18,23,2010,NA,NA,1,24.43,0.99,6.57,7.69,0.33,84.93,87.13,95.71,-8.58,-0.43,-0.66
"Pheonix Copley","PHEONIX.COPLEY","8477831","16-17","STL","G","L",1992-01-18,24,2010,NA,NA,1,58.93,4.85,29.5,37.78,3.31,83.56,87.16,91.24,-4.08,-2.3,-1.54
"Pheonix Copley","PHEONIX.COPLEY","8477831","18-19","WSH","G","L",1992-01-18,26,2010,NA,NA,27,1528.93,73.27,768.66,1058.91,73.24,90.47,93.08,93.08,0,-3.97,-0.03
"Pheonix Copley","PHEONIX.COPLEY","8477831","21-22","WSH","G","L",1992-01-18,29,2010,NA,NA,2,96.58,5.16,42.96,72.41,3.29,87.99,92.87,95.46,-2.58,-1.17,-1.87
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","12-13","WSH","G","L",1991-11-25,20,2010,4,112,2,83.97,4.81,60.81,77.36,6.6,92.09,93.78,91.47,2.31,0.55,1.79
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","13-14","WSH","G","L",1991-11-25,21,2010,4,112,17,883.38,34.78,470.35,649.45,37.35,92.61,94.64,94.25,0.4,5.67,2.57
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","14-15","WSH","G","L",1991-11-25,22,2010,4,112,1,65,2.09,26.15,34.55,1.8,92.01,93.95,94.79,-0.84,0.14,-0.29
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","15-16","WSH","G","L",1991-11-25,23,2010,4,112,22,1111.03,43.4,533.28,772.57,47.01,91.86,94.38,93.92,0.47,2.04,3.61
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","16-17","WSH","G","L",1991-11-25,24,2010,4,112,24,1264.57,41.49,568.21,801.3,52.29,92.7,94.82,93.47,1.35,7.63,10.8
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","17-18","WSH","G","L",1991-11-25,25,2010,4,112,35,1864.8,72.08,936.98,1371.77,89.41,92.31,94.75,93.48,1.26,10.11,17.33
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","18-19","COL","G","L",1991-11-25,26,2010,4,112,37,2020.73,89.14,1062.99,1444.96,86.05,91.61,93.83,94.04,-0.21,6.69,-3.09
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","19-20","COL","G","L",1991-11-25,27,2010,4,112,36,2057.1,89.54,1050.17,1409.26,87.83,91.47,93.65,93.77,-0.12,5.36,-1.71
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","20-21","COL","G","L",1991-11-25,28,2010,4,112,40,2366.5,76.5,973.66,1336.1,81.29,92.14,94.27,93.92,0.36,13.1,4.79
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","21-22","SEA","G","L",1991-11-25,29,2010,4,112,55,3111.38,165.51,1517.87,2118.63,133.98,89.1,92.19,93.68,-1.49,-24.64,-31.53
"Pyotr Kochetkov","PYOTR.KOCHETKOV","8481611","21-22","CAR","G","L",1999-06-25,22,2019,2,36,3,148.6,5.7,58.19,73.54,4.69,90.2,92.25,93.62,-1.37,-0.3,-1.01
"Ray Emery","RAY.EMERY","8469548","07-08","OTT","G","L",1982-09-28,24,2001,4,99,31,1689.33,88.82,811.84,1121.1,66.82,89.06,92.08,94.04,-1.96,-14.91,-22
"Ray Emery","RAY.EMERY","8469548","09-10","PHI","G","L",1982-09-28,26,2001,4,99,29,1683.55,74.21,773.6,1070.82,74.85,90.41,93.07,93.01,0.06,-5.58,0.64
"Ray Emery","RAY.EMERY","8469548","10-11","ANA","G","L",1982-09-28,27,2001,4,99,10,527.3,19.75,269.19,400.9,22.09,92.66,95.07,94.49,0.58,3.73,2.34
"Ray Emery","RAY.EMERY","8469548","11-12","CHI","G","L",1982-09-28,28,2001,4,99,34,1773.78,81.86,837.11,1191.92,76.47,90.22,93.13,93.58,-0.45,-9.42,-5.39
"Ray Emery","RAY.EMERY","8469548","12-13","CHI","G","L",1982-09-28,29,2001,4,99,21,1116,35.97,449.1,605.04,40.5,91.99,94.05,93.31,0.75,3.59,4.53
"Ray Emery","RAY.EMERY","8469548","13-14","PHI","G","L",1982-09-28,30,2001,4,99,28,1398.42,68.77,726.65,1018.44,64.81,90.54,93.25,93.64,-0.39,-6.29,-3.96
"Ray Emery","RAY.EMERY","8469548","14-15","PHI","G","L",1982-09-28,31,2001,4,99,31,1569.52,79.44,759.47,1069.73,65.16,89.54,92.57,93.91,-1.33,-14.68,-14.28
"Reto Berra","RETO.BERRA","8473499","13-14","CGY/COL","G","L",1987-01-03,26,2006,4,106,31,1720.23,88.6,836.67,1171.65,70.42,89.41,92.44,93.99,-1.55,-16.66,-18.18
"Reto Berra","RETO.BERRA","8473499","14-15","COL","G","L",1987-01-03,27,2006,4,106,19,748.45,33.11,410.09,550.07,33.2,91.93,93.98,93.96,0.02,1.86,0.09
"Reto Berra","RETO.BERRA","8473499","15-16","COL","G","L",1987-01-03,28,2006,4,106,14,720.72,28.51,368.26,513.27,29.09,92.26,94.45,94.33,0.11,2.87,0.58
"Reto Berra","RETO.BERRA","8473499","16-17","FLA","G","L",1987-01-03,29,2006,4,106,7,313.12,17.99,151.63,221.53,15.04,88.14,91.88,93.21,-1.33,-4.88,-2.95
"Reto Berra","RETO.BERRA","8473499","17-18","ANA","G","L",1987-01-03,30,2006,4,106,5,181.92,6.71,94.22,137.48,8.87,92.88,95.12,93.55,1.57,1.56,2.16
"Richard Bachman","RICHARD.BACHMAN","8473614","10-11","DAL","G","L",1987-07-25,23,2006,4,120,1,9.58,0,4.24,6.3,0.66,100,100,89.52,10.48,0.37,0.66
"Richard Bachman","RICHARD.BACHMAN","8473614","11-12","DAL","G","L",1987-07-25,24,2006,4,120,18,933.08,42.97,483.84,657.23,39.95,91.12,93.46,93.92,-0.46,-1.1,-3.02
"Richard Bachman","RICHARD.BACHMAN","8473614","12-13","DAL","G","L",1987-07-25,25,2006,4,120,13,608.83,33.18,291.24,441.26,27.26,88.61,92.48,93.82,-1.34,-7.53,-5.92
"Richard Bachman","RICHARD.BACHMAN","8473614","13-14","EDM","G","L",1987-07-25,26,2006,4,120,3,138.72,7.34,85.7,111.98,6.72,91.44,93.45,94,-0.55,0.03,-0.62
"Richard Bachman","RICHARD.BACHMAN","8473614","14-15","EDM","G","L",1987-07-25,27,2006,4,120,6,316.72,14.47,166.44,235.64,16.18,91.31,93.86,93.13,0.73,-0.28,1.71
"Richard Bachman","RICHARD.BACHMAN","8473614","15-16","VAN","G","L",1987-07-25,28,2006,4,120,1,59.87,2.91,27.34,39.5,2.21,89.36,92.63,94.41,-1.77,-0.58,-0.7
"Richard Bachman","RICHARD.BACHMAN","8473614","16-17","VAN","G","L",1987-07-25,29,2006,4,120,5,295.18,12.51,158.68,231.18,14.56,92.12,94.59,93.7,0.89,1.21,2.05
"Richard Bachman","RICHARD.BACHMAN","8473614","18-19","VAN","G","L",1987-07-25,31,2006,4,120,1,60,5.9,31.33,42.27,1.76,81.17,86.04,95.84,-9.79,-3.07,-4.14
"Rick Dipietro","RICK.DIPIETRO","8468481","07-08","NYI","G","R",1981-09-19,25,2000,1,1,63,3703.22,173.79,1797.06,2485.2,159.37,90.33,93.01,93.59,-0.58,-10.18,-14.42
"Rick Dipietro","RICK.DIPIETRO","8468481","08-09","NYI","G","R",1981-09-19,26,2000,1,1,5,255.98,15.51,147.59,208.85,12.95,89.49,92.57,93.8,-1.23,-2,-2.56
"Rick Dipietro","RICK.DIPIETRO","8468481","09-10","NYI","G","R",1981-09-19,27,2000,1,1,7,403,16.39,180.82,263.51,15.03,90.94,93.78,94.3,-0.52,-0.35,-1.36
"Rick Dipietro","RICK.DIPIETRO","8468481","10-11","NYI","G","R",1981-09-19,28,2000,1,1,26,1533.22,88.56,787.59,1139.84,79.18,88.76,92.23,93.05,-0.82,-19.86,-9.38
"Rick Dipietro","RICK.DIPIETRO","8468481","11-12","NYI","G","R",1981-09-19,29,2000,1,1,7,353.75,22.81,181.33,255.26,18.12,87.42,91.06,92.9,-1.84,-7.12,-4.69
"Rick Dipietro","RICK.DIPIETRO","8468481","12-13","NYI","G","R",1981-09-19,30,2000,1,1,3,175.6,11.89,83.13,120.97,7.51,85.7,90.17,93.79,-3.62,-4.57,-4.38
"Riku Helenius","RIKU.HELENIUS","8473474","08-09","T.B","G","L",1988-03-01,20,2006,1,15,1,6.87,0,2.38,3.59,0.08,100,100,97.77,2.23,0.22,0.08
"Rob Zepp","ROB.ZEPP","8467972","14-15","PHI","G","L",1981-09-07,33,2001,4,110,10,519.02,24.58,224.16,332.11,22.4,89.03,92.6,93.26,-0.66,-5.47,-2.18
"Roberto Luongo","ROBERTO.LUONGO","8466141","07-08","VAN","G","L",1979-04-04,28,1997,1,4,73,4232.43,167.11,2020.31,2827.39,176.14,91.73,94.09,93.77,0.32,16.83,9.03
"Roberto Luongo","ROBERTO.LUONGO","8466141","08-09","VAN","G","L",1979-04-04,29,1997,1,4,53,3141.5,120.33,1504.4,2087.12,133.71,92,94.23,93.59,0.64,17.32,13.38
"Roberto Luongo","ROBERTO.LUONGO","8466141","09-10","VAN","G","L",1979-04-04,30,1997,1,4,68,3899.7,167.14,1896.7,2588.78,166.79,91.19,93.54,93.56,-0.01,1.12,-0.35
"Roberto Luongo","ROBERTO.LUONGO","8466141","10-11","VAN","G","L",1979-04-04,31,1997,1,4,60,3590.1,125.14,1730.32,2330.94,150.02,92.77,94.63,93.56,1.07,25.8,24.88
"Roberto Luongo","ROBERTO.LUONGO","8466141","11-12","VAN","G","L",1979-04-04,32,1997,1,4,55,3162.38,127.33,1562.25,2049.26,135.7,91.85,93.79,93.38,0.41,7.88,8.37
"Roberto Luongo","ROBERTO.LUONGO","8466141","12-13","VAN","G","L",1979-04-04,33,1997,1,4,20,1196.92,50.9,546.09,743.1,46.42,90.68,93.15,93.75,-0.6,-2.79,-4.48
"Roberto Luongo","ROBERTO.LUONGO","8466141","13-14","FLA/VAN","G","L",1979-04-04,34,1997,1,4,56,3222.33,130.68,1602.87,2212.57,134.9,91.85,94.09,93.9,0.19,7.14,4.22
"Roberto Luongo","ROBERTO.LUONGO","8466141","14-15","FLA","G","L",1979-04-04,35,1997,1,4,61,3528.18,137.67,1748.62,2369.51,133.8,92.13,94.19,94.35,-0.16,11.44,-3.87
"Roberto Luongo","ROBERTO.LUONGO","8466141","15-16","FLA","G","L",1979-04-04,36,1997,1,4,62,3601.83,142.13,1782.41,2406.57,143.79,92.03,94.09,94.03,0.07,9.73,1.66
"Roberto Luongo","ROBERTO.LUONGO","8466141","16-17","FLA","G","L",1979-04-04,37,1997,1,4,40,2327.62,104.73,1227.34,1592.61,102.92,91.47,93.42,93.54,-0.11,1.38,-1.81
"Roberto Luongo","ROBERTO.LUONGO","8466141","17-18","FLA","G","L",1979-04-04,38,1997,1,4,35,1965.87,81.22,1144.75,1501.58,92.83,92.91,94.59,93.82,0.77,19.19,11.61
"Roberto Luongo","ROBERTO.LUONGO","8466141","18-19","FLA","G","L",1979-04-04,39,1997,1,4,43,2346.57,120.96,1197.03,1677.16,107.69,89.89,92.79,93.58,-0.79,-13.05,-13.27
"Robin Lehner","ROBIN.LEHNER","8475215","10-11","OTT","G","L",1991-07-24,19,2009,2,46,8,340.87,19.78,174.1,238.3,14.79,88.64,91.7,93.79,-2.09,-4.59,-4.99
"Robin Lehner","ROBIN.LEHNER","8475215","11-12","OTT","G","L",1991-07-24,20,2009,2,46,5,299.12,10,153.49,209.23,12.65,93.48,95.22,93.95,1.27,3.28,2.65
"Robin Lehner","ROBIN.LEHNER","8475215","12-13","OTT","G","L",1991-07-24,21,2009,2,46,12,735.63,26.01,412.55,546.78,31.17,93.7,95.24,94.3,0.94,10.33,5.16
"Robin Lehner","ROBIN.LEHNER","8475215","13-14","OTT","G","L",1991-07-24,22,2009,2,46,36,1942.17,94.62,1140.91,1509.05,95.25,91.71,93.73,93.69,0.04,3.49,0.63
