"Player","EH_ID","API ID","Season","Team","Position","Catches","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI_EV","TOI_SH","FA_EV","FA_SH","EVD_GAR","SHD_GAR","Take_GAR","Draw_GAR","GAR","WAR","SPAR"
"Mike Smith","MIKE.SMITH","8469608","18-19","CGY","G","L",1982-03-22,36,2001,5,161,42,2400.3,186.6,1225,205,-1.2,-0.5,-0.1,0,-1.8,-0.3,-0.6
"Mike Smith","MIKE.SMITH","8469608","19-20","EDM","G","L",1982-03-22,37,2001,5,161,39,2156.8,161.7,1204,209,-1.5,8,-0.1,0,6.4,1.1,2.2
"Mike Smith","MIKE.SMITH","8469608","20-21","EDM","G","L",1982-03-22,38,2001,5,161,32,1551.7,133.9,1036,184,10.6,5.2,-0.5,0.6,15.8,2.8,5.3
"Mike Smith","MIKE.SMITH","8469608","21-22","EDM","G","L",1982-03-22,39,2001,5,161,28,1313.9,140.7,895,199,13,2.8,-0.3,-0.2,15.3,2.7,5.1
"Mikko Koskinen","MIKKO.KOSKINEN","8475156","10-11","NYI","G","L",1988-07-18,22,2009,2,31,4,207.8,31,125,34,-5.2,0.3,0,0.1,-4.8,-0.9,-1.7
"Mikko Koskinen","MIKKO.KOSKINEN","8475156","18-19","EDM","G","L",1988-07-18,30,2009,2,31,55,2991.8,238,1750,295,7.3,-1.5,0,0.2,6.1,1.1,2.1
"Mikko Koskinen","MIKKO.KOSKINEN","8475156","19-20","EDM","G","L",1988-07-18,31,2009,2,31,38,2115.3,173.5,1295,236,8.7,6,0.1,-0.2,14.6,2.6,5
"Mikko Koskinen","MIKKO.KOSKINEN","8475156","20-21","EDM","G","L",1988-07-18,32,2009,2,31,26,1186.6,112.7,817,142,-3.5,1.3,0.1,0,-2.2,-0.4,-0.7
"Mikko Koskinen","MIKKO.KOSKINEN","8475156","21-22","EDM","G","L",1988-07-18,33,2009,2,31,45,2185.3,204.4,1542,289,4.5,3.1,-0.3,-0.3,6.9,1.2,2.3
"Nathan Lawson","NATHAN.LAWSON","8474855","10-11","NYI","G","L",1983-09-29,26,2002,NA,NA,10,384.3,40.2,254,54,-1,1.3,0,0.2,0.6,0.1,0.2
"Nathan Lawson","NATHAN.LAWSON","8474855","13-14","OTT","G","L",1983-09-29,29,2002,NA,NA,1,11.9,2,10,2,0,0,0,0,0.1,0,0
"Nathan Lieuwen","NATHAN.LIEUWEN","8476319","13-14","BUF","G","L",1991-08-08,22,2011,6,167,7,363.4,17.1,253,22,2.4,0.1,0,0.1,2.6,0.5,0.9
"Nico Daws","NICO.DAWS","8482076","21-22","N.J","G","L",2000-12-22,20,2020,3,84,25,1080.8,81.9,761,96,1.9,-2.9,0.1,0.2,-0.7,-0.1,-0.2
"Niklas Backstrom","NIKLAS.BACKSTROM","8473404","07-08","MIN","G","L",1978-02-13,29,1996,NA,NA,57,3334.1,350.4,1697,386,2.7,5,0.3,-0.1,7.8,1.4,2.7
"Niklas Backstrom","NIKLAS.BACKSTROM","8473404","08-09","MIN","G","L",1978-02-13,30,1996,NA,NA,71,4088.1,396.6,2180,487,0.1,14.5,-0.1,-0.3,14.3,2.6,5
"Niklas Backstrom","NIKLAS.BACKSTROM","8473404","09-10","MIN","G","L",1978-02-13,31,1996,NA,NA,60,3476.4,341.2,1848,337,-8.3,-1.1,-0.1,0.5,-9,-1.6,-3.1
"Niklas Backstrom","NIKLAS.BACKSTROM","8473404","10-11","MIN","G","L",1978-02-13,32,1996,NA,NA,51,2977.6,290.3,1738,326,16.9,-4.8,0.1,0.8,13,2.3,4.4
"Niklas Backstrom","NIKLAS.BACKSTROM","8473404","11-12","MIN","G","L",1978-02-13,33,1996,NA,NA,46,2589.7,240.2,1490,299,16.9,-2.3,0.2,0.9,15.6,2.7,5.1
"Niklas Backstrom","NIKLAS.BACKSTROM","8473404","12-13","MIN","G","L",1978-02-13,34,1996,NA,NA,42,2368.1,181.8,1234,179,-3.7,-1.1,0.1,0.2,-4.5,-0.8,-1.5
"Niklas Backstrom","NIKLAS.BACKSTROM","8473404","13-14","MIN","G","L",1978-02-13,35,1996,NA,NA,21,1094.1,104.2,580,140,-2.1,-1.4,0.1,0.4,-3,-0.6,-1.1
"Niklas Backstrom","NIKLAS.BACKSTROM","8473404","14-15","MIN","G","L",1978-02-13,36,1996,NA,NA,19,1004.9,87.9,501,106,-12.9,0.4,0.1,0.3,-12.2,-2.3,-4.4
"Niklas Backstrom","NIKLAS.BACKSTROM","8473404","15-16","CGY","G","L",1978-02-13,37,1996,NA,NA,4,232.7,18.2,101,31,-2.4,-0.1,0,0,-2.5,-0.5,-0.9
"Niklas Svedberg","NIKLAS.SVEDBERG","8476844","13-14","BOS","G","L",1989-09-04,24,2007,NA,NA,1,60.8,2,36,2,0.2,0,0,0,0.2,0,0.1
"Niklas Svedberg","NIKLAS.SVEDBERG","8476844","14-15","BOS","G","L",1989-09-04,25,2007,NA,NA,18,900.2,68.4,487,90,4,0.4,0.1,-0.2,4.2,0.8,1.5
"Niklas Treutle","NIKLAS.TREUTLE","8478999","15-16","ARI","G","L",1991-04-29,24,2009,NA,NA,2,49.7,6.8,19,6,0.1,0,-0.2,0,-0.2,0,-0.1
"Nikolai Khabibulin","NIKOLAI.KHABIBULIN","8459140","07-08","CHI","G","L",1973-01-13,34,1992,9,204,49,2832.9,367.6,1253,393,-0.8,2.6,0,-0.6,1.2,0.2,0.4
"Nikolai Khabibulin","NIKOLAI.KHABIBULIN","8459140","08-09","CHI","G","L",1973-01-13,35,1992,9,204,42,2467.8,244.8,1078,285,20.1,-1.5,-0.5,0,18.2,3.3,6.3
"Nikolai Khabibulin","NIKOLAI.KHABIBULIN","8459140","09-10","EDM","G","L",1973-01-13,36,1992,9,204,18,1089.1,111,613,137,5.5,-1.8,-0.3,-0.1,3.3,0.6,1.1
"Nikolai Khabibulin","NIKOLAI.KHABIBULIN","8459140","10-11","EDM","G","L",1973-01-13,37,1992,9,204,47,2701.1,261.7,1554,349,5.4,-12.5,-0.3,-0.3,-7.8,-1.4,-2.7
"Nikolai Khabibulin","NIKOLAI.KHABIBULIN","8459140","11-12","EDM","G","L",1973-01-13,38,1992,9,204,40,2260.5,240,1217,295,4.9,7,0.1,-0.5,11.5,2,3.7
"Nikolai Khabibulin","NIKOLAI.KHABIBULIN","8459140","12-13","EDM","G","L",1973-01-13,39,1992,9,204,12,683.6,67.6,441,75,6.9,-0.9,0,-0.2,5.7,1.1,2
"Nikolai Khabibulin","NIKOLAI.KHABIBULIN","8459140","13-14","CHI","G","L",1973-01-13,40,1992,9,204,4,167.7,13.9,75,19,-2.9,0,0,0,-2.8,-0.5,-1
"Olie Kolzig","OLIE.KOLZIG","8448535","07-08","WSH","G","L",1970-04-06,37,1989,1,19,54,3154.1,346.6,1406,415,-6.4,-4.1,-0.6,-0.7,-11.8,-2.1,-4.1
"Olie Kolzig","OLIE.KOLZIG","8448535","08-09","T.B","G","L",1970-04-06,38,1989,1,19,8,410,52.1,218,77,-5.4,0.6,0,-0.1,-4.8,-0.9,-1.7
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","07-08","ATL","G","L",1987-08-31,20,2005,2,41,7,347.3,31.2,205,42,3.1,-2.3,-0.1,0.4,1,0.2,0.4
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","08-09","ATL","G","L",1987-08-31,21,2005,2,41,12,599.4,49.2,326,65,-2.2,-4.2,0.1,0,-6.4,-1.2,-2.2
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","09-10","ATL","G","L",1987-08-31,22,2005,2,41,42,2317.6,246.5,1383,341,-3.2,7.3,0.2,-0.4,4,0.7,1.4
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","10-11","ATL","G","L",1987-08-31,23,2005,2,41,58,3225.2,269.3,1876,355,26,-2.5,0.1,-0.7,22.8,4.1,7.8
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","11-12","WPG","G","L",1987-08-31,24,2005,2,41,68,3932.4,365.9,2246,486,17.5,2.2,0.2,-0.7,19.2,3.4,6.2
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","12-13","WPG","G","L",1987-08-31,25,2005,2,41,44,2552.7,191.6,1480,216,4.7,-3.5,-0.1,-0.4,0.8,0.1,0.3
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","13-14","WPG","G","L",1987-08-31,26,2005,2,41,57,3248,325.1,1846,405,4.1,3.3,0.2,-0.2,7.4,1.4,2.6
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","14-15","WPG","G","L",1987-08-31,27,2005,2,41,50,2837.8,328.4,1418,357,20.6,5,0,-0.6,24.9,4.7,9
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","15-16","WPG","G","L",1987-08-31,28,2005,2,41,33,1899,175,995,240,7.7,-0.2,0.1,0,7.6,1.5,2.8
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","16-17","WPG","G","L",1987-08-31,29,2005,2,41,8,439.5,25.2,242,38,-1.4,-0.7,0,-0.1,-2.2,-0.4,-0.8
"Ondrej Pavelec","ONDREJ.PAVELEC","8471715","17-18","NYR","G","L",1987-08-31,30,2005,2,41,19,903.7,71.1,580,95,6.6,1.9,-0.1,0,8.4,1.6,3.1
"Oscar Dansk","OSCAR.DANSK","8476861","17-18","VGK","G","L",1994-02-28,23,2012,2,31,4,168.6,18.3,96,19,2.8,0.2,0,0,2.9,0.6,1.1
"Oscar Dansk","OSCAR.DANSK","8476861","19-20","VGK","G","L",1994-02-28,25,2012,2,31,1,60,7.6,39,10,-0.1,0,0,0,-0.1,0,0
"Oscar Dansk","OSCAR.DANSK","8476861","20-21","VGK","G","L",1994-02-28,26,2012,2,31,1,43.4,9.2,26,9,-0.2,0,0,0,-0.2,0,-0.1
"Pascal Leclaire","PASCAL.LECLAIRE","8469461","07-08","CBJ","G","L",1982-11-07,24,2001,1,8,54,2986.2,358.1,1305,395,6.6,3,0.2,0.3,10.1,1.8,3.5
"Pascal Leclaire","PASCAL.LECLAIRE","8469461","08-09","CBJ","G","L",1982-11-07,25,2001,1,8,12,673.7,89.6,269,110,-8.8,-1,0.1,0.2,-9.5,-1.7,-3.3
"Pascal Leclaire","PASCAL.LECLAIRE","8469461","09-10","OTT","G","L",1982-11-07,26,2001,1,8,34,1744.8,183.3,863,248,-9.7,0.4,-0.1,-0.4,-9.7,-1.8,-3.4
"Pascal Leclaire","PASCAL.LECLAIRE","8469461","10-11","OTT","G","L",1982-11-07,27,2001,1,8,14,763,87.3,400,126,3.3,1.8,0.1,-0.2,5,0.9,1.7
"Patrick Lalime","PATRICK.LALIME","8459579","07-08","CHI","G","L",1974-07-07,33,1993,6,156,32,1828.1,215.4,835,199,1.8,-5.8,-0.5,0.6,-3.9,-0.7,-1.4
"Patrick Lalime","PATRICK.LALIME","8459579","08-09","BUF","G","L",1974-07-07,34,1993,6,156,24,1296.7,150,618,187,-12.8,4.1,0.1,0.1,-8.4,-1.5,-2.9
"Patrick Lalime","PATRICK.LALIME","8459579","09-10","BUF","G","L",1974-07-07,35,1993,6,156,16,853.9,99.2,446,123,-0.3,1.7,0.1,-0.3,1.2,0.2,0.4
"Patrick Lalime","PATRICK.LALIME","8459579","10-11","BUF","G","L",1974-07-07,36,1993,6,156,7,365.4,42.2,197,44,0.1,0.6,0,-0.1,0.7,0.1,0.2
"Pavel Francouz","PAVEL.FRANCOUZ","8480925","18-19","COL","G","L",1990-06-03,28,2008,NA,NA,2,61.2,4,37,5,0.3,0,0,0,0.3,0.1,0.1
"Pavel Francouz","PAVEL.FRANCOUZ","8480925","19-20","COL","G","R",1990-06-03,29,2008,NA,NA,34,1911.3,135.7,1070,178,8.9,5.6,-0.1,0.2,14.6,2.6,5
"Pavel Francouz","PAVEL.FRANCOUZ","8480925","21-22","COL","G","R",1990-06-03,31,2008,NA,NA,21,987.4,88.3,650,96,8.6,1,0.1,0,9.7,1.7,3.2
"Pekka Rinne","PEKKA.RINNE","8471469","07-08","NSH","G","L",1982-11-03,24,2004,8,258,1,29.4,2,11,0,0.1,0,0,0,0.1,0,0
"Pekka Rinne","PEKKA.RINNE","8471469","08-09","NSH","G","L",1982-11-03,25,2004,8,258,52,2999.2,281.7,1600,259,22.6,1.5,-0.2,-0.3,23.6,4.3,8.2
"Pekka Rinne","PEKKA.RINNE","8471469","09-10","NSH","G","L",1982-11-03,26,2004,8,258,58,3245.7,258.1,1700,311,13.3,-5.5,0.1,-0.3,7.5,1.4,2.6
"Pekka Rinne","PEKKA.RINNE","8471469","10-11","NSH","G","L",1982-11-03,27,2004,8,258,64,3789.2,358.7,2093,413,25.2,11.4,-0.7,-0.7,35.1,6.3,12
"Pekka Rinne","PEKKA.RINNE","8471469","11-12","NSH","G","L",1982-11-03,28,2004,8,258,73,4168.9,318.8,2448,403,10,6.5,0.3,0.4,17.2,3,5.6
"Pekka Rinne","PEKKA.RINNE","8471469","12-13","NSH","G","L",1982-11-03,29,2004,8,258,43,2443.8,188.7,1310,200,7.4,-5.3,-0.7,-0.4,1,0.2,0.4
"Pekka Rinne","PEKKA.RINNE","8471469","13-14","NSH","G","L",1982-11-03,30,2004,8,258,24,1366.8,113.7,732,130,-10.3,1.9,0.1,-0.3,-8.7,-1.6,-3.1
"Pekka Rinne","PEKKA.RINNE","8471469","14-15","NSH","G","L",1982-11-03,31,2004,8,258,64,3850.8,287.8,2047,325,23.9,-0.6,-0.9,0.1,22.4,4.3,8.1
"Pekka Rinne","PEKKA.RINNE","8471469","15-16","NSH","G","L",1982-11-03,32,2004,8,258,66,3895.4,320.9,1897,332,-8.9,-4.2,-0.4,-0.1,-13.7,-2.6,-5.1
"Pekka Rinne","PEKKA.RINNE","8471469","16-17","NSH","G","L",1982-11-03,33,2004,8,258,61,3567.8,272.9,1986,340,15.7,-0.5,-0.2,-0.3,14.7,2.8,5.4
"Pekka Rinne","PEKKA.RINNE","8471469","17-18","NSH","G","L",1982-11-03,34,2004,8,258,59,3475.4,335,1918,417,31.3,-0.9,-0.3,0.3,30.4,5.9,11.3
"Pekka Rinne","PEKKA.RINNE","8471469","18-19","NSH","G","L",1982-11-03,35,2004,8,258,56,3219.7,260.1,1749,279,27,1.1,-0.3,-0.4,27.5,5.1,9.7
"Pekka Rinne","PEKKA.RINNE","8471469","19-20","NSH","G","L",1982-11-03,36,2004,8,258,36,1987.8,157.1,1141,192,4.3,-10.1,0.1,0.1,-5.6,-1,-1.9
"Pekka Rinne","PEKKA.RINNE","8471469","20-21","NSH","G","L",1982-11-03,37,2004,8,258,24,1074.9,118,686,140,-2.2,-1.8,0.1,-0.1,-4.1,-0.7,-1.4
"Peter Budaj","PETER.BUDAJ","8469514","07-08","COL","G","L",1982-09-18,24,2001,2,63,35,1911.5,185.8,867,206,3.2,-4.6,-0.2,-0.1,-1.7,-0.3,-0.6
"Peter Budaj","PETER.BUDAJ","8469514","08-09","COL","G","L",1982-09-18,25,2001,2,63,56,3212.8,332.4,1647,370,-6.6,-2,0.3,-0.1,-8.3,-1.5,-2.9
"Peter Budaj","PETER.BUDAJ","8469514","09-10","COL","G","L",1982-09-18,26,2001,2,63,15,727.6,71.7,450,73,7.3,-4.3,0.1,-0.2,2.8,0.5,1
"Peter Budaj","PETER.BUDAJ","8469514","10-11","COL","G","L",1982-09-18,27,2001,2,63,45,2438.8,238.4,1390,318,2.5,-7.3,-0.6,-0.3,-5.6,-1,-1.9
"Peter Budaj","PETER.BUDAJ","8469514","11-12","MTL","G","L",1982-09-18,28,2001,2,63,17,1037,105.1,580,98,3.5,-1,-0.3,-0.2,1.9,0.3,0.6
"Peter Budaj","PETER.BUDAJ","8469514","12-13","MTL","G","L",1982-09-18,29,2001,2,63,13,656.5,75.9,296,69,-2.3,1.7,0,-0.2,-0.8,-0.1,-0.3
"Peter Budaj","PETER.BUDAJ","8469514","13-14","MTL","G","L",1982-09-18,30,2001,2,63,24,1338.3,130.3,726,127,2.3,1.6,-0.3,0.3,3.9,0.7,1.4
"Peter Budaj","PETER.BUDAJ","8469514","15-16","L.A","G","L",1982-09-18,32,2001,2,63,1,62.3,1.7,31,1,0.1,0,0,0,0.1,0,0
"Peter Budaj","PETER.BUDAJ","8469514","16-17","L.A/T.B","G","L",1982-09-18,33,2001,2,63,60,3308.3,285.3,1640,297,17.6,1,0.2,-0.3,18.6,3.5,6.8
"Peter Budaj","PETER.BUDAJ","8469514","17-18","T.B","G","L",1982-09-18,34,2001,2,63,8,430.4,39.4,218,58,-2.4,-4.3,0,0.1,-6.5,-1.3,-2.4
"Peter Budaj","PETER.BUDAJ","8469514","18-19","L.A","G","L",1982-09-18,35,2001,2,63,3,71.8,7.4,27,14,0,0,0,0,0,0,0
"Peter Mannino","PETER.MANNINO","8474771","08-09","NYI","G","L",1984-02-17,24,2002,NA,NA,3,132.9,13.8,83,23,0.5,0,0,0,0.5,0.1,0.2
"Peter Mannino","PETER.MANNINO","8474771","10-11","ATL","G","L",1984-02-17,26,2002,NA,NA,2,72.8,7.1,39,8,0.1,0,0,0,0.1,0,0
"Peter Mannino","PETER.MANNINO","8474771","11-12","WPG","G","L",1984-02-17,27,2002,NA,NA,1,19.9,2.1,6,0,0,0,0,0,0,0,0
"Petr Mrazek","PETR.MRAZEK","8475852","12-13","DET","G","L",1992-02-14,20,2010,5,141,2,119.2,8.6,66,9,0.2,0,0,0,0.2,0,0.1
"Petr Mrazek","PETR.MRAZEK","8475852","13-14","DET","G","L",1992-02-14,21,2010,5,141,9,448.6,38,201,30,0.8,0.8,0,-0.1,1.5,0.3,0.5
"Petr Mrazek","PETR.MRAZEK","8475852","14-15","DET","G","L",1992-02-14,22,2010,5,141,29,1584.8,156.2,753,208,8.5,0.7,0.1,0.2,9.4,1.8,3.4
"Petr Mrazek","PETR.MRAZEK","8475852","15-16","DET","G","L",1992-02-14,23,2010,5,141,54,2960.2,269.6,1572,318,15.6,3.4,-0.1,0.2,19.1,3.7,7.1
"Petr Mrazek","PETR.MRAZEK","8475852","16-17","DET","G","L",1992-02-14,24,2010,5,141,50,2857.5,214.7,1649,285,1.1,-2.6,0.2,-0.2,-1.5,-0.3,-0.6
"Petr Mrazek","PETR.MRAZEK","8475852","17-18","DET/PHI","G","L",1992-02-14,25,2010,5,141,39,2096.7,146.8,1263,203,6,-4.7,0.1,0.3,1.7,0.3,0.6
"Petr Mrazek","PETR.MRAZEK","8475852","18-19","CAR","G","L",1992-02-14,26,2010,5,141,40,2386.8,199.5,1257,210,16.9,-1.6,-0.2,0.1,15.1,2.8,5.3
"Petr Mrazek","PETR.MRAZEK","8475852","19-20","CAR","G","L",1992-02-14,27,2010,5,141,40,2320.9,220.8,1182,236,7.6,2.4,0.1,0.3,10.4,1.8,3.5
"Petr Mrazek","PETR.MRAZEK","8475852","20-21","CAR","G","L",1992-02-14,28,2010,5,141,12,573,41,363,32,11.7,1.3,0,-0.1,13,2.3,4.3
"Petr Mrazek","PETR.MRAZEK","8475852","21-22","TOR","G","L",1992-02-14,29,2010,5,141,20,873.5,85.6,554,85,-8.8,-0.5,0.1,-0.1,-9.3,-1.6,-3.1
"Pheonix Copley","PHEONIX.COPLEY","8477831","15-16","STL","G","L",1992-01-18,23,2010,NA,NA,1,24.4,2,6,1,0,0,0,0,0,0,0
"Pheonix Copley","PHEONIX.COPLEY","8477831","16-17","STL","G","L",1992-01-18,24,2010,NA,NA,1,58.9,6.1,28,7,0.2,0,0,0,0.2,0,0.1
"Pheonix Copley","PHEONIX.COPLEY","8477831","18-19","WSH","G","L",1992-01-18,26,2010,NA,NA,27,1528.9,127.5,872,137,9.8,-1.2,0.1,-0.2,8.5,1.6,3
"Pheonix Copley","PHEONIX.COPLEY","8477831","21-22","WSH","G","L",1992-01-18,29,2010,NA,NA,2,81.4,4.7,59,5,1.1,-0.2,0,0,0.9,0.2,0.3
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","12-13","WSH","G","L",1991-11-25,20,2010,4,112,2,84,12.2,53,21,0.7,0.1,0,0,0.8,0.1,0.3
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","13-14","WSH","G","L",1991-11-25,21,2010,4,112,17,883.4,74.6,516,111,0.1,2.9,0.1,0,3,0.6,1.1
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","14-15","WSH","G","L",1991-11-25,22,2010,4,112,1,65,3.5,28,5,0.2,0,0,0,0.2,0,0.1
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","15-16","WSH","G","L",1991-11-25,23,2010,4,112,22,1111,104.7,599,132,0.5,4.1,-0.1,0.1,4.7,0.9,1.7
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","16-17","WSH","G","L",1991-11-25,24,2010,4,112,24,1264.6,150.2,630,171,9,3.1,0.1,-0.1,12.1,2.3,4.4
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","17-18","WSH","G","L",1991-11-25,25,2010,4,112,35,1864.8,157.1,1118,224,22.8,3.1,0.1,-0.1,25.9,5.1,9.7
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","18-19","COL","G","L",1991-11-25,26,2010,4,112,37,2020.7,182.9,1137,239,12,0.7,0.1,-0.2,12.6,2.4,4.4
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","19-20","COL","G","L",1991-11-25,27,2010,4,112,36,2057.1,177.5,1139,210,16,0.1,0.1,-0.2,15.9,2.8,5.4
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","20-21","COL","G","L",1991-11-25,28,2010,4,112,40,1901.2,208.8,1045,245,7.9,5.6,0.1,0.3,14,2.5,4.7
"Philipp Grubauer","PHILIPP.GRUBAUER","8475831","21-22","SEA","G","L",1991-11-25,29,2010,4,112,55,2621.1,224.6,1681,292,-21.6,0.1,0.2,-0.4,-21.7,-3.8,-7.2
"Pyotr Kochetkov","PYOTR.KOCHETKOV","8481611","21-22","CAR","G","L",1999-06-25,22,2019,2,36,3,121.7,15.1,56,12,0.5,-0.1,0,0,0.4,0.1,0.1
"Ray Emery","RAY.EMERY","8469548","07-08","OTT","G","L",1982-09-28,24,2001,4,99,31,1689.3,195.2,776,220,-5,-5.3,-0.2,0.3,-10.1,-1.8,-3.5
"Ray Emery","RAY.EMERY","8469548","09-10","PHI","G","L",1982-09-28,26,2001,4,99,29,1683.6,175.8,824,207,18.4,-6.7,-0.1,0,11.7,2.1,4.1
"Ray Emery","RAY.EMERY","8469548","10-11","ANA","G","L",1982-09-28,27,2001,4,99,10,527.3,52.3,312,74,4.2,0.6,0,0.3,5.2,0.9,1.8
"Ray Emery","RAY.EMERY","8469548","11-12","CHI","G","L",1982-09-28,28,2001,4,99,34,1773.8,141.7,940,209,-9.4,5.1,0.1,-0.3,-4.6,-0.8,-1.5
"Ray Emery","RAY.EMERY","8469548","12-13","CHI","G","L",1982-09-28,29,2001,4,99,21,1116,83.5,501,87,6.8,1.8,0.1,-0.3,8.3,1.5,2.9
"Ray Emery","RAY.EMERY","8469548","13-14","PHI","G","L",1982-09-28,30,2001,4,99,28,1398.4,156.9,767,181,4.1,-0.8,0.1,-0.3,3.1,0.6,1.1
"Ray Emery","RAY.EMERY","8469548","14-15","PHI","G","L",1982-09-28,31,2001,4,99,31,1569.5,155.3,841,187,-1.2,-5.3,-0.1,0.2,-6.4,-1.2,-2.3
"Reto Berra","RETO.BERRA","8473499","13-14","CGY/COL","G","L",1987-01-03,26,2006,4,106,31,1720.2,134.4,944,152,-3,0.2,-0.1,0,-2.8,-0.5,-1
"Reto Berra","RETO.BERRA","8473499","14-15","COL","G","L",1987-01-03,27,2006,4,106,19,748.5,47.8,453,61,4.4,-1.3,0,0.2,3.3,0.6,1.2
"Reto Berra","RETO.BERRA","8473499","15-16","COL","G","L",1987-01-03,28,2006,4,106,14,720.7,58,422,86,6.5,-2.1,-0.1,-0.1,4.2,0.8,1.6
"Reto Berra","RETO.BERRA","8473499","16-17","FLA","G","L",1987-01-03,29,2006,4,106,7,313.1,19.6,173,31,-3.1,0.4,0,-0.1,-2.7,-0.5,-1
"Reto Berra","RETO.BERRA","8473499","17-18","ANA","G","L",1987-01-03,30,2006,4,106,5,181.9,25.4,97,42,2.5,0.1,0,0,2.5,0.5,0.9
"Richard Bachman","RICHARD.BACHMAN","8473614","10-11","DAL","G","L",1987-07-25,23,2006,4,120,1,9.6,2,1,5,0,0,0,0,0,0,0
"Richard Bachman","RICHARD.BACHMAN","8473614","11-12","DAL","G","L",1987-07-25,24,2006,4,120,18,933.1,80.3,532,84,6.8,-5.2,0.1,-0.2,1.5,0.3,0.5
"Richard Bachman","RICHARD.BACHMAN","8473614","12-13","DAL","G","L",1987-07-25,25,2006,4,120,13,608.8,61.4,338,85,-2.8,-1,0,-0.2,-3.9,-0.7,-1.4
"Richard Bachman","RICHARD.BACHMAN","8473614","13-14","EDM","G","L",1987-07-25,26,2006,4,120,3,138.7,13.4,93,14,-1.2,0.1,0,0,-1.1,-0.2,-0.4
"Richard Bachman","RICHARD.BACHMAN","8473614","14-15","EDM","G","L",1987-07-25,27,2006,4,120,6,316.7,20.6,210,25,4.9,-0.7,0,0.1,4.3,0.8,1.6
"Richard Bachman","RICHARD.BACHMAN","8473614","15-16","VAN","G","L",1987-07-25,28,2006,4,120,1,59.9,4,38,5,0.3,0,0,0,0.3,0.1,0.1
"Richard Bachman","RICHARD.BACHMAN","8473614","16-17","VAN","G","L",1987-07-25,29,2006,4,120,5,295.2,24.3,204,24,2.2,0.1,0,-0.1,2.3,0.4,0.8
"Richard Bachman","RICHARD.BACHMAN","8473614","18-19","VAN","G","L",1987-07-25,31,2006,4,120,1,60,3,35,3,-0.2,0,0,0,-0.2,0,-0.1
"Rick Dipietro","RICK.DIPIETRO","8468481","07-08","NYI","G","R",1981-09-19,25,2000,1,1,63,3703.2,444.3,1800,499,11.7,3.2,-1.6,-0.5,12.8,2.3,4.5
"Rick Dipietro","RICK.DIPIETRO","8468481","08-09","NYI","G","R",1981-09-19,26,2000,1,1,5,256,32.8,147,46,-0.3,0.2,-0.1,-0.1,-0.3,-0.1,-0.1
"Rick Dipietro","RICK.DIPIETRO","8468481","09-10","NYI","G","R",1981-09-19,27,2000,1,1,7,403,23,219,29,0.7,0.1,-0.1,-0.1,0.5,0.1,0.2
"Rick Dipietro","RICK.DIPIETRO","8468481","10-11","NYI","G","R",1981-09-19,28,2000,1,1,26,1533.2,175.2,850,217,-5.1,0.6,-0.6,0.6,-4.4,-0.8,-1.5
"Rick Dipietro","RICK.DIPIETRO","8468481","11-12","NYI","G","R",1981-09-19,29,2000,1,1,7,353.8,25.1,204,31,-0.5,-0.6,0,0,-1.1,-0.2,-0.3
"Rick Dipietro","RICK.DIPIETRO","8468481","12-13","NYI","G","R",1981-09-19,30,2000,1,1,3,175.6,14.9,98,20,-6.8,0.2,0,-0.1,-6.6,-1.2,-2.3
"Riku Helenius","RIKU.HELENIUS","8473474","08-09","T.B","G","L",1988-03-01,20,2006,1,15,1,6.9,0,3,0,0,0,0,0,0,0,0
"Rob Zepp","ROB.ZEPP","8467972","14-15","PHI","G","L",1981-09-07,33,2001,4,110,10,519,42.1,260,52,-2.3,0.9,0,-0.1,-1.5,-0.3,-0.5
"Roberto Luongo","ROBERTO.LUONGO","8466141","07-08","VAN","G","L",1979-04-04,28,1997,1,4,73,4232.4,517.2,2079,571,25.7,4.5,0,1,31.2,5.6,10.8
"Roberto Luongo","ROBERTO.LUONGO","8466141","08-09","VAN","G","L",1979-04-04,29,1997,1,4,53,3141.5,369.5,1521,431,34.7,-0.9,0,0.7,34.5,6.2,12
"Roberto Luongo","ROBERTO.LUONGO","8466141","09-10","VAN","G","L",1979-04-04,30,1997,1,4,68,3899.7,407.2,2018,479,15.7,-2.6,0.3,-0.1,13.4,2.4,4.7
